Symbol,Name
WFC,Wells Fargo & Company Common Stock
WFC.PRA,Wells Fargo & Company
WFC.PRL,Wells Fargo & Company
WFC.PRN,Wells Fargo & Company
WFC.PRO,Wells Fargo & Company
WFC.PRP,Wells Fargo & Company
WFC.PRQ,Wells Fargo & Company
WFC.PRR,Wells Fargo & Company
WFC.PRW,Wells Fargo & Company
WFC.PRX,Wells Fargo & Company
WFC.PRY,Wells Fargo & Company
WFC.PRZ,Wells Fargo & Company
WGO,Winnebago Industries Inc. Common Stock
WH,Wyndham Hotels & Resorts Inc. Common Stock 
WHD,Cactus Inc. Class A Common Stock
WHG,Westwood Holdings Group Inc Common Stock
WHR,Whirlpool Corporation Common Stock
WIA,Western Asset Inflation-Linked Income Fund
WIT,Wipro Limited Common Stock
WIW,Western Asset Inflation-Linked Opportunities & Income Fund
WK,Workiva Inc. Class A Common Stock
WLK,Westlake Chemical Corporation Common Stock
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests
WLL,Whiting Petroleum Corporation Common Stock (New)
WM,Waste Management Inc. Common Stock
WMB,Williams Companies Inc. (The) Common Stock
WMC,Western Asset Mortgage Capital Corporation Common Stock
WMK,Weis Markets Inc. Common Stock
WMS,Advanced Drainage Systems Inc. Common Stock
WMT,Walmart Inc. Common Stock
WNC,Wabash National Corporation Common Stock
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey)
WOR,Worthington Industries Inc. Common Stock
WORK,Slack Technologies Inc. Class A Common Stock
WOW,WideOpenWest Inc. Common Stock
WPC,W. P. Carey Inc. REIT
WPF,Foley Trasimene Acquisition Corp. Class A CommonStock
WPF.U,Foley Trasimene Acquisition Corp. Units each consisting of one Class A common stock and one-third of one redeemable warrant
WPF.WS,Foley Trasimene Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
WPG,Washington Prime Group Inc. Common Stock
WPG.PRH,Washington Prime Group Inc.
WPG.PRI,Washington Prime Group Inc.
WPM,Wheaton Precious Metals Corp Common Shares (Canada)
WPP,WPP plc American Depositary Shares
WRB,W.R. Berkley Corporation Common Stock
WRB.PRC,W.R. Berkley Corporation
WRB.PRD,W.R. Berkley Corporation
WRB.PRE,W.R. Berkley Corporation
WRB.PRF,W.R. Berkley Corporation
WRB.PRG,W.R. Berkley Corporation
WRE,Washington Real Estate Investment Trust Common Stock
WRI,Weingarten Realty Investors Common Stock
WRK,Westrock Company Common Stock
WSM,Williams-Sonoma Inc. Common Stock (DE)
WSO,Watsco Inc. Common Stock
WSO/B,Watsco Inc.
WSR,Whitestone REIT Common Shares
WST,West Pharmaceutical Services Inc. Common Stock
WTI,W&T Offshore Inc. Common Stock
WTM,White Mountains Insurance Group Ltd. Common Stock
WTRG,Essential Utilities Inc. Common Stock
WTRU,Essential Utilities Inc. 6.00% TEU
WTS,Watts Water Technologies Inc. Class A Common Stock
WTTR,Select Energy Services Inc. Class A Common Stock
WU,Western Union Company (The) Common Stock
WWE,World Wrestling Entertainment Inc. Class A Common Stock
WWW,Wolverine World Wide Inc. Common Stock
WY,Weyerhaeuser Company Common Stock
WYND,Wyndham Destinations Inc. Common  Stock
X,United States Steel Corporation Common Stock
XAN,Exantas Capital Corp.
XAN.PRC,Exantas Capital Corp.
XEC,Cimarex Energy Co Common Stock
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust Common Shares of Beneficial Interest
XHR,Xenia Hotels & Resorts Inc. Common Stock
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares
XL,XL Fleet Corp. Class A Common Stock
XL.WS,XL Fleet Corp. Redeemable Warrants
XOM,Exxon Mobil Corporation Common Stock
XPEV,XPeng Inc. American depositary shares each representing two Class A ordinary shares
XPO,XPO Logistics Inc.
XPOA,DPCM Capital Inc. Class A Common Stock
XPOA.U,DPCM Capital Inc. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
XPOA.WS,DPCM Capital Inc. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
XRX,Xerox Holdings Corporation Common Stock
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares
XYL,Xylem Inc. Common Stock New
Y,Alleghany Corporation Common Stock
YAC,Yucaipa Acquisition Corporation Class A Ordinary Shares
YAC.U,Yucaipa Acquisition Corporation Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
YAC.WS,Yucaipa Acquisition Corporation Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share
YELP,Yelp Inc. Common Stock
YETI,YETI Holdings Inc. Common Stock
YEXT,Yext Inc. Common Stock
YPF,YPF Sociedad Anonima Common Stock
YRD,Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares
YSG,Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares
YUM,Yum! Brands Inc.
YUMC,Yum China Holdings Inc. Common Stock
ZBH,Zimmer Biomet Holdings Inc. Common Stock
ZEN,Zendesk Inc. Common Stock
ZNH,China Southern Airlines Company Limited Common Stock
ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.
ZTR,Virtus Total Return Fund Inc.
ZTS,Zoetis Inc. Class A Common Stock
ZUO,Zuora Inc. Class A Common Stock
ZYME,Zymeworks Inc. Common Shares
